Month,Year,path_001,path_002,path_003,path_004,path_005,path_006,path_007,path_008,path_009,path_010,path_011,path_012,path_013,path_014,path_015,path_016,path_017,path_018,path_019,path_020,path_021,path_022,path_023,path_024,path_025,path_026,path_027,path_028,path_029,path_030,path_031,path_032,path_033,path_034,path_035,path_036,path_037,path_038,path_039,path_040,path_041,path_042,path_043,path_044,path_045,path_046,path_047,path_048,path_049,path_050,path_051,path_052,path_053,path_054,path_055,path_056,path_057,path_058,path_059,path_060,path_061,path_062,path_063,path_064,path_065,path_066,path_067,path_068,path_069,path_070,path_071,path_072,path_073,path_074,path_075,path_076,path_077,path_078,path_079,path_080,path_081,path_082,path_083,path_084,path_085,path_086,path_087,path_088,path_089,path_090,path_091,path_092,path_093,path_094,path_095,path_096,path_097,path_098,path_099,path_100
1,0.0833,0.040215,0.039207,0.032835,0.038789,0.033386,0.038751,0.032137,0.039043,0.036762,0.035059,0.039827,0.036798,0.039204,0.038184,0.039720,0.035780,0.034632,0.040044,0.037483,0.033586,0.034716,0.042148,0.037767,0.035444,0.034238,0.035923,0.037293,0.032987,0.037918,0.033033,0.038254,0.036979,0.038021,0.032192,0.038014,0.036027,0.033021,0.037029,0.034061,0.032599,0.033966,0.038636,0.038513,0.036792,0.033933,0.034863,0.039857,0.038839,0.035738,0.039187,0.033043,0.034051,0.040423,0.034468,0.039871,0.034506,0.041121,0.034214,0.036494,0.038198,0.033430,0.036458,0.034053,0.035073,0.033537,0.037476,0.038625,0.033214,0.035773,0.039672,0.038541,0.031111,0.035490,0.037813,0.039020,0.037334,0.035963,0.040271,0.035339,0.040225,0.035003,0.036278,0.035236,0.041066,0.035243,0.037230,0.040237,0.036227,0.039196,0.040659,0.039291,0.034621,0.034744,0.036464,0.039324,0.038394,0.033400,0.034418,0.037519,0.034070
2,0.1667,0.038350,0.037254,0.032831,0.039524,0.036178,0.037443,0.033464,0.040325,0.040035,0.034284,0.037842,0.038304,0.042744,0.036990,0.035728,0.036364,0.031829,0.038732,0.039741,0.032463,0.033779,0.042649,0.037155,0.031005,0.032787,0.033487,0.039916,0.036754,0.035255,0.033149,0.034331,0.038130,0.033524,0.030077,0.038140,0.037884,0.033255,0.037068,0.036165,0.030296,0.034497,0.040419,0.039058,0.037081,0.033586,0.034511,0.039543,0.036127,0.036465,0.043483,0.034964,0.036060,0.040483,0.033790,0.037136,0.035870,0.039850,0.032989,0.033280,0.039030,0.035471,0.035010,0.030573,0.036323,0.037586,0.036949,0.041486,0.034582,0.033573,0.040852,0.039535,0.030667,0.036158,0.042311,0.040528,0.039828,0.033398,0.036559,0.038059,0.040166,0.038982,0.035184,0.039790,0.043239,0.035173,0.035429,0.040059,0.036246,0.037149,0.043021,0.038817,0.032896,0.034255,0.036232,0.039728,0.038802,0.033771,0.037186,0.036848,0.029834
3,0.2500,0.037999,0.036232,0.032683,0.037676,0.030344,0.038394,0.037300,0.043998,0.039853,0.033269,0.036083,0.041164,0.044904,0.036712,0.032974,0.032134,0.033039,0.035366,0.039063,0.030610,0.031897,0.041052,0.039612,0.029272,0.030835,0.032400,0.039799,0.040136,0.036407,0.036368,0.036303,0.040068,0.036089,0.031146,0.034775,0.038289,0.037796,0.039001,0.033601,0.030837,0.037863,0.041674,0.040321,0.038954,0.034609,0.036910,0.040051,0.037940,0.032903,0.045996,0.034907,0.036675,0.040224,0.035231,0.042565,0.034512,0.035607,0.028913,0.033054,0.039639,0.036824,0.031744,0.028009,0.036194,0.039933,0.040774,0.039868,0.037541,0.033844,0.042299,0.041011,0.031856,0.033295,0.043639,0.042074,0.040508,0.033108,0.032772,0.036499,0.036539,0.036604,0.032840,0.036817,0.041763,0.038132,0.034618,0.035110,0.033906,0.039306,0.042072,0.035044,0.031234,0.032587,0.033953,0.038298,0.035996,0.032857,0.034967,0.040005,0.026918
4,0.3333,0.040455,0.037694,0.032698,0.038409,0.025773,0.041392,0.037794,0.044925,0.039673,0.035543,0.036291,0.042992,0.049187,0.034291,0.035148,0.030331,0.036143,0.039215,0.039659,0.028485,0.031829,0.040941,0.038866,0.028547,0.030943,0.034010,0.039977,0.044543,0.032680,0.036966,0.033225,0.036660,0.033251,0.033742,0.039359,0.042020,0.034916,0.035713,0.032126,0.031904,0.038616,0.043483,0.043080,0.034125,0.035261,0.036015,0.040300,0.037628,0.030760,0.044053,0.032278,0.035037,0.040034,0.034322,0.046967,0.031341,0.034937,0.027812,0.033059,0.037188,0.036441,0.029743,0.023558,0.038441,0.037583,0.042403,0.036589,0.033517,0.033073,0.044251,0.040904,0.031791,0.033866,0.044189,0.041791,0.038721,0.032755,0.028194,0.040052,0.035766,0.039507,0.036071,0.039481,0.038990,0.033373,0.030714,0.037815,0.037019,0.040606,0.040829,0.034116,0.029253,0.029655,0.038607,0.037470,0.036716,0.032432,0.035104,0.041974,0.028683
5,0.4167,0.040725,0.039688,0.037517,0.038072,0.029930,0.040203,0.032462,0.040841,0.041250,0.034346,0.039354,0.044296,0.046486,0.034353,0.033731,0.030729,0.035771,0.036952,0.032111,0.028432,0.031132,0.038328,0.036205,0.026493,0.029815,0.033446,0.036656,0.044474,0.029626,0.037750,0.036706,0.036979,0.035712,0.034308,0.040723,0.036675,0.032038,0.041888,0.032680,0.033120,0.042159,0.040279,0.048234,0.037804,0.034723,0.040328,0.036875,0.040426,0.033404,0.044968,0.031833,0.032869,0.035039,0.034484,0.042629,0.032354,0.040095,0.031717,0.031308,0.038211,0.033203,0.028265,0.026079,0.038203,0.038826,0.041830,0.036785,0.035604,0.040446,0.044129,0.041426,0.034229,0.036351,0.046071,0.042745,0.039110,0.035900,0.028088,0.042934,0.034807,0.035850,0.035577,0.036844,0.038249,0.031835,0.035882,0.040519,0.030671,0.039877,0.039437,0.030400,0.032278,0.024334,0.034753,0.037833,0.032230,0.035681,0.032132,0.039153,0.027595
6,0.5000,0.038510,0.041222,0.037464,0.041256,0.026969,0.040853,0.030605,0.042012,0.041174,0.034370,0.041277,0.043373,0.049090,0.038036,0.030622,0.031219,0.034538,0.037662,0.029437,0.029944,0.029327,0.035525,0.039030,0.027832,0.027536,0.031690,0.038371,0.048377,0.023954,0.038718,0.037957,0.033308,0.034994,0.033702,0.036022,0.036983,0.030149,0.043193,0.032099,0.030142,0.042760,0.039278,0.046871,0.034841,0.034130,0.037530,0.035173,0.038819,0.034503,0.044944,0.033070,0.030360,0.034116,0.030326,0.044617,0.030730,0.040978,0.029571,0.030408,0.037210,0.030305,0.028212,0.022505,0.033544,0.040960,0.040363,0.037043,0.033918,0.042146,0.041638,0.042257,0.036055,0.032551,0.043753,0.044049,0.039891,0.033209,0.023216,0.047638,0.032863,0.033624,0.038272,0.036586,0.037878,0.035558,0.034597,0.041434,0.028392,0.039482,0.041441,0.028824,0.032303,0.024719,0.036740,0.037450,0.034051,0.036407,0.032762,0.037077,0.026643
7,0.5833,0.035232,0.041631,0.035068,0.040877,0.020411,0.041755,0.034476,0.041875,0.039454,0.035841,0.043478,0.042423,0.049538,0.033886,0.030036,0.031995,0.037048,0.037536,0.030138,0.031971,0.030097,0.038324,0.035884,0.027421,0.030258,0.035217,0.034106,0.050152,0.022675,0.038435,0.034270,0.028915,0.035121,0.036559,0.032344,0.037977,0.031053,0.042856,0.030270,0.026958,0.044955,0.037922,0.051229,0.033236,0.033090,0.035894,0.034639,0.038928,0.036290,0.043170,0.035944,0.029548,0.036108,0.030302,0.050785,0.029424,0.036700,0.029304,0.031723,0.035335,0.027703,0.028756,0.021654,0.037291,0.041143,0.039182,0.034128,0.033640,0.041041,0.039206,0.041081,0.032853,0.035292,0.043760,0.040920,0.035959,0.037071,0.021041,0.048515,0.032742,0.036906,0.042265,0.036055,0.034617,0.038833,0.033200,0.040125,0.028325,0.040909,0.044224,0.026228,0.033255,0.019968,0.037940,0.038086,0.035282,0.036537,0.032249,0.034886,0.028010
8,0.6667,0.032751,0.041515,0.033131,0.040321,0.022219,0.040827,0.035905,0.043743,0.043277,0.035755,0.044329,0.041412,0.047234,0.031083,0.027770,0.035277,0.033664,0.034777,0.029096,0.028361,0.029066,0.039569,0.036119,0.023414,0.025756,0.034978,0.032130,0.049081,0.019744,0.036599,0.036794,0.024540,0.035434,0.034555,0.028679,0.034501,0.033359,0.043846,0.029317,0.026836,0.041625,0.038544,0.049608,0.029077,0.033278,0.040271,0.033143,0.039634,0.035765,0.043691,0.038022,0.029260,0.037642,0.030453,0.048567,0.029948,0.034867,0.027035,0.027501,0.035017,0.026450,0.029364,0.023550,0.039690,0.043007,0.035495,0.037109,0.035995,0.041679,0.042415,0.041710,0.031205,0.034653,0.047370,0.045024,0.035794,0.038643,0.021707,0.051049,0.034173,0.033979,0.046242,0.035338,0.036217,0.042097,0.036272,0.037413,0.026932,0.041458,0.043942,0.029150,0.032229,0.021181,0.041698,0.037494,0.030503,0.037629,0.031139,0.035007,0.027086
9,0.7500,0.033300,0.039775,0.036657,0.036678,0.025413,0.043179,0.032799,0.045046,0.042331,0.034824,0.046259,0.040925,0.045262,0.029802,0.027443,0.031309,0.037702,0.034169,0.030531,0.025687,0.025179,0.044728,0.040621,0.025636,0.026002,0.030724,0.034797,0.051443,0.020273,0.040896,0.037436,0.030135,0.036051,0.037271,0.028163,0.034351,0.031401,0.044052,0.033144,0.025642,0.040892,0.038625,0.051269,0.026890,0.034831,0.041300,0.032944,0.039807,0.032061,0.039977,0.037068,0.030595,0.033711,0.033691,0.044963,0.027194,0.037570,0.025330,0.028042,0.035545,0.024119,0.029446,0.025115,0.040569,0.042930,0.039060,0.032667,0.036199,0.039839,0.044689,0.045197,0.025648,0.029750,0.044740,0.044373,0.039645,0.035572,0.018947,0.050114,0.029474,0.032932,0.040235,0.034317,0.033097,0.042210,0.036017,0.038968,0.026323,0.037225,0.044734,0.029479,0.031745,0.019121,0.043484,0.035537,0.029071,0.037424,0.030563,0.038308,0.030393
10,0.8333,0.031969,0.041960,0.034184,0.034824,0.023764,0.044841,0.029869,0.042529,0.043124,0.033140,0.045578,0.037828,0.046771,0.031983,0.029406,0.035362,0.033434,0.033417,0.032775,0.021051,0.027719,0.042017,0.044643,0.025887,0.023647,0.030820,0.037218,0.051325,0.021518,0.041008,0.037305,0.027068,0.035430,0.037596,0.027007,0.038000,0.029359,0.040235,0.035694,0.025112,0.038673,0.038172,0.049628,0.021471,0.031313,0.044413,0.035336,0.042745,0.034384,0.041957,0.037996,0.028008,0.035781,0.035140,0.046210,0.025132,0.040098,0.027440,0.026845,0.036824,0.024396,0.032137,0.023205,0.037982,0.040561,0.034602,0.036531,0.036547,0.037190,0.048929,0.042250,0.027951,0.025329,0.044084,0.046327,0.039146,0.032746,0.018662,0.048462,0.028960,0.032660,0.042901,0.034534,0.032369,0.042962,0.031965,0.040608,0.029732,0.034270,0.044860,0.031293,0.031793,0.020354,0.048508,0.038653,0.025559,0.034628,0.027224,0.035581,0.028011
