Month,Year,path_001,path_002,path_003,path_004,path_005,path_006,path_007,path_008,path_009,path_010,path_011,path_012,path_013,path_014,path_015,path_016,path_017,path_018,path_019,path_020,path_021,path_022,path_023,path_024,path_025,path_026,path_027,path_028,path_029,path_030,path_031,path_032,path_033,path_034,path_035,path_036,path_037,path_038,path_039,path_040,path_041,path_042,path_043,path_044,path_045,path_046,path_047,path_048,path_049,path_050,path_051,path_052,path_053,path_054,path_055,path_056,path_057,path_058,path_059,path_060,path_061,path_062,path_063,path_064,path_065,path_066,path_067,path_068,path_069,path_070,path_071,path_072,path_073,path_074,path_075,path_076,path_077,path_078,path_079,path_080,path_081,path_082,path_083,path_084,path_085,path_086,path_087,path_088,path_089,path_090,path_091,path_092,path_093,path_094,path_095,path_096,path_097,path_098,path_099,path_100
1,0.0833,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740,0.036740
2,0.1667,0.041685,0.040174,0.031812,0.039564,0.032461,0.039508,0.031009,0.039933,0.036733,0.034512,0.041098,0.036782,0.040170,0.038696,0.040937,0.035436,0.033976,0.041425,0.037716,0.032699,0.034080,0.044744,0.038110,0.035002,0.033489,0.035621,0.037455,0.031990,0.038322,0.032044,0.038796,0.037026,0.038466,0.031071,0.038457,0.035757,0.032029,0.037095,0.033273,0.031539,0.033157,0.039343,0.039165,0.036774,0.033117,0.034264,0.041143,0.039636,0.035380,0.040145,0.032055,0.033260,0.042004,0.033772,0.041164,0.033820,0.043092,0.033461,0.036375,0.038717,0.032513,0.036327,0.033263,0.034530,0.032640,0.037707,0.039327,0.032256,0.035426,0.040864,0.039207,0.029866,0.035060,0.038174,0.039900,0.037510,0.035674,0.041771,0.034867,0.041700,0.034441,0.036087,0.034736,0.043006,0.034745,0.037368,0.041719,0.036020,0.040158,0.042368,0.040299,0.033963,0.034116,0.036334,0.040347,0.038996,0.032477,0.033711,0.037766,0.033284
3,0.2500,0.041186,0.038735,0.031702,0.037012,0.026267,0.040951,0.035760,0.045729,0.036539,0.033305,0.038566,0.040899,0.043518,0.038347,0.037041,0.030395,0.035575,0.036650,0.036836,0.030609,0.031863,0.042223,0.041749,0.032898,0.031232,0.034281,0.037342,0.036276,0.040021,0.036122,0.041748,0.039801,0.042306,0.032378,0.034036,0.036343,0.037898,0.039868,0.030345,0.032234,0.037574,0.041237,0.041062,0.039438,0.034443,0.037472,0.041951,0.042401,0.031099,0.044056,0.032051,0.034077,0.041639,0.035663,0.050269,0.032234,0.036912,0.028869,0.036125,0.039633,0.034227,0.032275,0.030334,0.034422,0.035636,0.043431,0.037104,0.036015,0.035833,0.043127,0.041428,0.031264,0.031619,0.040124,0.042265,0.038504,0.035348,0.036387,0.032983,0.036542,0.031619,0.033165,0.031203,0.040769,0.038782,0.036320,0.034830,0.033109,0.043503,0.040951,0.035130,0.032011,0.032147,0.033470,0.038324,0.035225,0.031466,0.031133,0.042446,0.029964
4,0.3333,0.041409,0.041494,0.037698,0.036412,0.030510,0.039034,0.029306,0.039183,0.038559,0.031764,0.042966,0.042712,0.039237,0.038275,0.035025,0.030744,0.034961,0.033601,0.027831,0.030454,0.030957,0.038192,0.037700,0.030408,0.029871,0.033458,0.032933,0.036046,0.035629,0.037032,0.047216,0.040095,0.046089,0.032945,0.035648,0.029768,0.033968,0.049778,0.030870,0.033590,0.042608,0.036509,0.049373,0.044937,0.033647,0.043711,0.036836,0.046764,0.034151,0.045342,0.031428,0.031363,0.034520,0.035739,0.042656,0.033339,0.044410,0.033212,0.033749,0.040971,0.030290,0.030470,0.033167,0.034000,0.037154,0.042330,0.037222,0.038729,0.046767,0.042734,0.042039,0.034074,0.034518,0.042799,0.043569,0.038895,0.039515,0.036102,0.036525,0.035140,0.027567,0.032457,0.028240,0.039501,0.036505,0.043720,0.038311,0.026151,0.042158,0.038742,0.030544,0.035644,0.026365,0.028963,0.038676,0.029774,0.035328,0.027833,0.038105,0.028705
5,0.4167,0.036615,0.041997,0.034448,0.035824,0.023959,0.040237,0.033724,0.038880,0.036112,0.033465,0.046430,0.041126,0.039777,0.032792,0.034205,0.031582,0.038247,0.033378,0.028520,0.032752,0.031793,0.042204,0.033513,0.029908,0.032957,0.037998,0.028117,0.038378,0.033919,0.036564,0.041105,0.034039,0.046148,0.036512,0.031085,0.030825,0.035041,0.048985,0.028825,0.029835,0.046038,0.034656,0.057708,0.042233,0.032327,0.041040,0.036033,0.046788,0.036388,0.042347,0.034858,0.030394,0.037051,0.035627,0.053299,0.031722,0.037847,0.032828,0.035344,0.038140,0.027495,0.031036,0.032088,0.038923,0.037314,0.040416,0.033371,0.038239,0.044759,0.038971,0.040147,0.030245,0.038085,0.042679,0.038728,0.033590,0.045401,0.033257,0.037629,0.034907,0.031052,0.037496,0.027663,0.034957,0.041061,0.041408,0.036424,0.026063,0.044284,0.042784,0.027729,0.036829,0.022132,0.030224,0.039483,0.031101,0.035421,0.027285,0.035075,0.030143
6,0.5000,0.037227,0.039241,0.039077,0.031245,0.026893,0.043686,0.030009,0.040624,0.034764,0.032246,0.049605,0.040237,0.036862,0.031193,0.033691,0.027237,0.044187,0.032543,0.029990,0.029611,0.027498,0.050773,0.039396,0.032365,0.033160,0.032400,0.030929,0.041694,0.034474,0.042652,0.041913,0.041655,0.046989,0.040198,0.030419,0.030576,0.032511,0.049120,0.033086,0.028487,0.044617,0.034645,0.060993,0.038816,0.034121,0.042446,0.035647,0.046867,0.031666,0.036806,0.033557,0.031835,0.031969,0.039983,0.046462,0.028599,0.041632,0.030752,0.035934,0.038740,0.025192,0.031048,0.033889,0.040049,0.037079,0.045873,0.028275,0.038387,0.041658,0.042192,0.045437,0.024613,0.031710,0.038599,0.037673,0.038557,0.040391,0.029964,0.036236,0.029291,0.029808,0.029992,0.026592,0.031078,0.041069,0.040859,0.038425,0.025440,0.037757,0.043858,0.028003,0.036058,0.020500,0.032184,0.036611,0.029433,0.035043,0.026661,0.039451,0.033941
7,0.5833,0.035417,0.037946,0.043184,0.035157,0.025888,0.042521,0.026649,0.039486,0.032709,0.034064,0.051050,0.049584,0.037426,0.031698,0.032152,0.026280,0.044398,0.033549,0.029862,0.031156,0.028756,0.042535,0.037208,0.031556,0.032638,0.034859,0.031346,0.041354,0.038490,0.038417,0.041642,0.035589,0.044057,0.036299,0.031248,0.031065,0.030793,0.055786,0.031238,0.028257,0.048811,0.031105,0.062903,0.044882,0.026727,0.049757,0.031631,0.041402,0.032043,0.030917,0.034449,0.032153,0.028256,0.034703,0.047143,0.028696,0.045792,0.030900,0.037301,0.035817,0.023910,0.024615,0.032600,0.038491,0.037948,0.046437,0.027485,0.036366,0.040860,0.039161,0.042433,0.028687,0.032791,0.038664,0.037382,0.035000,0.038924,0.029505,0.031699,0.031759,0.029302,0.034282,0.027698,0.033612,0.039046,0.039276,0.039623,0.021885,0.039058,0.043183,0.025004,0.039225,0.019417,0.027189,0.045659,0.024530,0.038573,0.029472,0.038077,0.039465
8,0.6667,0.032754,0.040181,0.051642,0.037246,0.025440,0.047387,0.026740,0.042522,0.031594,0.035227,0.048139,0.040513,0.030406,0.029923,0.030521,0.023176,0.040126,0.033588,0.026784,0.032351,0.025823,0.037014,0.036332,0.034002,0.029843,0.040953,0.036444,0.042225,0.042383,0.037098,0.035545,0.035262,0.048737,0.037300,0.032584,0.029355,0.034676,0.053143,0.033547,0.029266,0.040634,0.033443,0.063575,0.044041,0.027224,0.050957,0.033801,0.043175,0.030407,0.026289,0.036577,0.029818,0.023210,0.032166,0.047108,0.025289,0.044812,0.028178,0.037920,0.034009,0.024896,0.029574,0.039403,0.040039,0.039255,0.051719,0.029859,0.035669,0.044738,0.037034,0.046406,0.032368,0.032975,0.035235,0.040148,0.029256,0.032874,0.028376,0.028270,0.032294,0.033705,0.033975,0.024591,0.032120,0.036768,0.040815,0.034550,0.022557,0.035712,0.040940,0.029486,0.035824,0.018867,0.027208,0.044014,0.023521,0.035444,0.027753,0.039402,0.045582
9,0.7500,0.027739,0.039773,0.046059,0.033303,0.028265,0.043143,0.028049,0.051431,0.036688,0.034938,0.041631,0.040694,0.028311,0.029344,0.032954,0.021987,0.035662,0.038021,0.029088,0.031108,0.025540,0.032671,0.031076,0.033687,0.035417,0.043710,0.036370,0.042915,0.037713,0.036944,0.036461,0.033000,0.052929,0.035550,0.029715,0.028768,0.035918,0.046422,0.032772,0.031916,0.042236,0.041056,0.060933,0.048780,0.027402,0.051651,0.031462,0.040765,0.028582,0.030717,0.042417,0.029582,0.025550,0.035327,0.041630,0.027274,0.041949,0.022886,0.032067,0.033673,0.028264,0.028913,0.041560,0.040095,0.035701,0.053539,0.032990,0.030944,0.040450,0.037820,0.046077,0.036010,0.037859,0.034924,0.033218,0.026920,0.032348,0.027418,0.031196,0.031845,0.032268,0.035651,0.022240,0.033094,0.039594,0.040899,0.032754,0.025351,0.035900,0.036862,0.027859,0.028658,0.019329,0.024127,0.042941,0.022789,0.037394,0.028863,0.041166,0.038303
10,0.8333,0.027351,0.041237,0.046685,0.028325,0.030965,0.037151,0.028537,0.054002,0.038348,0.033590,0.043112,0.045229,0.026350,0.027769,0.031078,0.022359,0.035175,0.039991,0.027650,0.034373,0.025714,0.030963,0.031638,0.031297,0.036207,0.042934,0.036596,0.045640,0.034354,0.042822,0.040632,0.033585,0.051482,0.034638,0.025695,0.028796,0.035717,0.040845,0.034492,0.029348,0.040527,0.036217,0.059457,0.058132,0.030687,0.057487,0.030519,0.039416,0.026420,0.031076,0.042248,0.028021,0.024756,0.040793,0.037315,0.031101,0.040491,0.021409,0.030130,0.034396,0.026805,0.025551,0.043855,0.041612,0.037177,0.051702,0.032847,0.028893,0.041792,0.033613,0.044942,0.037316,0.036519,0.036917,0.031910,0.026915,0.031572,0.025322,0.033631,0.026985,0.028438,0.034401,0.022454,0.033356,0.044975,0.040125,0.032348,0.028291,0.033497,0.039370,0.028512,0.031902,0.019453,0.019892,0.037652,0.020115,0.037859,0.029315,0.043739,0.037181
