Month,Year,DF_market,DF_corrected,DF_uncorrected,err_corr_bp,err_uncorr_bp
43,3.5833,0.87955391,0.87955391,0.87982884,+0.000000,+2.749288
44,3.6667,0.87719406,0.87719406,0.87749540,+0.000000,+3.013393
45,3.7500,0.87485238,0.87485238,0.87518157,+0.000000,+3.291820
46,3.8333,0.87252878,0.87252878,0.87288670,-0.000000,+3.579197
47,3.9167,0.87022314,0.87022314,0.87061056,+0.000000,+3.874186
48,4.0000,0.86793535,0.86793535,0.86835379,+0.000000,+4.184349
49,4.0833,0.86526452,0.86526452,0.86591520,+0.000000,+6.506850
50,4.1667,0.86259728,0.86259728,0.86328777,+0.000000,+6.904913
51,4.2500,0.85993366,0.85993366,0.86066502,-0.000000,+7.313626
52,4.3333,0.85727368,0.85727368,0.85804661,+0.000000,+7.729334
53,4.4167,0.85461734,0.85461734,0.85543269,+0.000000,+8.153502
54,4.5000,0.85196468,0.85196468,0.85282399,-0.000000,+8.593047
55,4.5833,0.84931570,0.84931570,0.85022020,-0.000000,+9.044929
56,4.6667,0.84667043,0.84667043,0.84762102,+0.000000,+9.505934
57,4.7500,0.84402888,0.84402888,0.84502743,+0.000000,+9.985505
58,4.8333,0.84139106,0.84139106,0.84243885,+0.000000,+10.477933
59,4.9167,0.83875699,0.83875699,0.83985558,-0.000000,+10.985860
60,5.0000,0.83612670,0.83612670,0.83727793,+0.000000,+11.512362
61,5.0833,0.83344404,0.83344404,0.83467677,+0.000000,+12.327375
62,5.1667,0.83076370,0.83076370,0.83205180,+0.000000,+12.881005
63,5.2500,0.82808572,0.82808572,0.82943010,+0.000000,+13.443773
64,5.3333,0.82541013,0.82541013,0.82681066,-0.000000,+14.005291
65,5.4167,0.82273696,0.82273696,0.82419245,+0.000000,+14.554856
66,5.5000,0.82006625,0.82006625,0.82157752,-0.000000,+15.112751
67,5.5833,0.81739802,0.81739802,0.81896787,+0.000000,+15.698467
68,5.6667,0.81473232,0.81473232,0.81636260,+0.000000,+16.302782
69,5.7500,0.81206916,0.81206916,0.81376253,-0.000000,+16.933621
70,5.8333,0.80940859,0.80940859,0.81116834,+0.000000,+17.597517
71,5.9167,0.80675064,0.80675064,0.80857938,+0.000000,+18.287403
72,6.0000,0.80409533,0.80409533,0.80599527,+0.000000,+18.999424
73,6.0833,0.80144270,0.80144270,0.80341622,-0.000000,+19.735238
74,6.1667,0.79879278,0.79879278,0.80084219,+0.000000,+20.494174
75,6.2500,0.79614559,0.79614559,0.79827225,+0.000000,+21.266544
76,6.3333,0.79350118,0.79350118,0.79570572,+0.000000,+22.045387
77,6.4167,0.79085958,0.79085958,0.79314340,+0.000000,+22.838232
78,6.5000,0.78822080,0.78822080,0.79058554,-0.000000,+23.647346
79,6.5833,0.78558489,0.78558489,0.78803147,-0.000000,+24.465854
80,6.6667,0.78295187,0.78295187,0.78548221,+0.000000,+25.303408
81,6.7500,0.78032177,0.78032177,0.78293875,-0.000000,+26.169721
82,6.8333,0.77769463,0.77769463,0.78040052,+0.000000,+27.058889
83,6.9167,0.77507047,0.77507047,0.77786784,+0.000000,+27.973680
84,7.0000,0.77244932,0.77244932,0.77534133,+0.000000,+28.920083
85,7.0833,0.76999123,0.76999123,0.77290206,-0.000000,+29.108395
86,7.1667,0.76753890,0.76753890,0.77054862,+0.000000,+30.097200
87,7.2500,0.76509233,0.76509233,0.76820048,-0.000000,+31.081476
88,7.3333,0.76265153,0.76265153,0.76586086,+0.000000,+32.093247
89,7.4167,0.76021648,0.76021648,0.76353008,-0.000000,+33.136021
90,7.5000,0.75778718,0.75778718,0.76120809,+0.000000,+34.209076
91,7.5833,0.75536363,0.75536363,0.75889568,+0.000000,+35.320531
92,7.6667,0.75294581,0.75294581,0.75659020,-0.000000,+36.443897
93,7.7500,0.75053372,0.75053372,0.75429005,+0.000000,+37.563266
94,7.8333,0.74812737,0.74812737,0.75199658,-0.000000,+38.692163
95,7.9167,0.74572673,0.74572673,0.74970715,+0.000000,+39.804204
96,8.0000,0.74333181,0.74333181,0.74742184,+0.000000,+40.900291
97,8.0833,0.74094260,0.74094260,0.74514312,-0.000000,+42.005229
98,8.1667,0.73855910,0.73855910,0.74287153,+0.000000,+43.124357
99,8.2500,0.73618129,0.73618129,0.74060704,+0.000000,+44.257483
100,8.3333,0.73380918,0.73380918,0.73834984,+0.000000,+45.406581
101,8.4167,0.73144276,0.73144276,0.73609995,-0.000000,+46.571945
102,8.5000,0.72908202,0.72908202,0.73385733,+0.000000,+47.753062
103,8.5833,0.72672696,0.72672696,0.73162330,-0.000000,+48.963451
104,8.6667,0.72437756,0.72437756,0.72939864,+0.000000,+50.210812
105,8.7500,0.72203384,0.72203384,0.72718184,+0.000000,+51.480076
106,8.8333,0.71969577,0.71969577,0.72497306,+0.000000,+52.772904
107,8.9167,0.71736335,0.71736335,0.72277235,-0.000000,+54.090005
108,9.0000,0.71503658,0.71503658,0.72057980,+0.000000,+55.432131
109,9.0833,0.71271546,0.71271546,0.71839676,-0.000000,+56.813006
110,9.1667,0.71039997,0.71039997,0.71622132,+0.000000,+58.213483
111,9.2500,0.70809011,0.70809011,0.71405359,+0.000000,+59.634796
112,9.3333,0.70578587,0.70578587,0.71189405,+0.000000,+61.081731
113,9.4167,0.70348725,0.70348725,0.70974147,+0.000000,+62.542196
114,9.5000,0.70119425,0.70119425,0.70759544,+0.000000,+64.011901
115,9.5833,0.69890685,0.69890685,0.70545536,+0.000000,+65.485175
116,9.6667,0.69662504,0.69662504,0.70332278,+0.000000,+66.977343
117,9.7500,0.69434884,0.69434884,0.70119836,+0.000000,+68.495243
118,9.8333,0.69207822,0.69207822,0.69908418,+0.000000,+70.059642
119,9.9167,0.68981318,0.68981318,0.69698130,+0.000000,+71.681194
120,10.0000,0.68755371,0.68755371,0.69488798,-0.000000,+73.342676
121,10.0833,0.68537918,0.68537918,0.69284571,+0.000000,+74.665288
122,10.1667,0.68321100,0.68321100,0.69085512,+0.000000,+76.441167
123,10.2500,0.68104917,0.68104917,0.68887515,+0.000000,+78.259796
124,10.3333,0.67889366,0.67889366,0.68690358,+0.000000,+80.099180
125,10.4167,0.67674446,0.67674446,0.68493812,+0.000000,+81.936568
126,10.5000,0.67460155,0.67460155,0.68297650,-0.000000,+83.749470
127,10.5833,0.67246492,0.67246492,0.68102091,+0.000000,+85.559902
128,10.6667,0.67033455,0.67033455,0.67907131,+0.000000,+87.367635
129,10.7500,0.66821041,0.66821041,0.67712852,+0.000000,+89.181009
130,10.8333,0.66609251,0.66609251,0.67519397,+0.000000,+91.014679
131,10.9167,0.66398081,0.66398081,0.67326824,+0.000000,+92.874293
132,11.0000,0.66187530,0.66187530,0.67135177,-0.000000,+94.764651
133,11.0833,0.65977597,0.65977597,0.66944127,+0.000000,+96.653026
134,11.1667,0.65768280,0.65768280,0.66753724,+0.000000,+98.544372
135,11.2500,0.65559577,0.65559577,0.66563871,+0.000000,+100.429395
136,11.3333,0.65351487,0.65351487,0.66374350,+0.000000,+102.286271
137,11.4167,0.65144008,0.65144008,0.66185380,+0.000000,+104.137272
138,11.5000,0.64937138,0.64937138,0.65997385,+0.000000,+106.024716
139,11.5833,0.64730876,0.64730876,0.65810467,+0.000000,+107.959083
140,11.6667,0.64525220,0.64525220,0.65624774,+0.000000,+109.955373
141,11.7500,0.64320169,0.64320169,0.65440126,-0.000000,+111.995686
142,11.8333,0.64115721,0.64115721,0.65256140,+0.000000,+114.041923
143,11.9167,0.63911874,0.63911874,0.65072667,-0.000000,+116.079299
144,12.0000,0.63708627,0.63708627,0.64889570,+0.000000,+118.094350
145,12.0833,0.63505978,0.63505978,0.64707002,+0.000000,+120.102430
146,12.1667,0.63303925,0.63303925,0.64525429,+0.000000,+122.150391
147,12.2500,0.63102468,0.63102468,0.64344758,+0.000000,+124.229007
148,12.3333,0.62901603,0.62901603,0.64164887,+0.000000,+126.328373
149,12.4167,0.62701331,0.62701331,0.63986128,+0.000000,+128.479751
150,12.5000,0.62501649,0.62501649,0.63808453,+0.000000,+130.680432
151,12.5833,0.62302555,0.62302555,0.63631893,+0.000000,+132.933806
152,12.6667,0.62104049,0.62104049,0.63456015,+0.000000,+135.196627
153,12.7500,0.61906128,0.61906128,0.63280626,+0.000000,+137.449808
154,12.8333,0.61708790,0.61708790,0.63105575,+0.000000,+139.678476
155,12.9167,0.61512036,0.61512036,0.62930816,+0.000000,+141.878044
156,13.0000,0.61315862,0.61315862,0.62756357,+0.000000,+144.049506
157,13.0833,0.61120267,0.61120267,0.62582294,+0.000000,+146.202767
158,13.1667,0.60925250,0.60925250,0.62409288,+0.000000,+148.403781
159,13.2500,0.60730809,0.60730809,0.62237257,-0.000000,+150.644843
160,13.3333,0.60536942,0.60536942,0.62066394,+0.000000,+152.945185
161,13.4167,0.60343649,0.60343649,0.61896675,+0.000000,+155.302582
162,13.5000,0.60150927,0.60150927,0.61727313,+0.000000,+157.638569
163,13.5833,0.59958776,0.59958776,0.61558119,+0.000000,+159.934369
164,13.6667,0.59767192,0.59767192,0.61389437,+0.000000,+162.224484
165,13.7500,0.59576176,0.59576176,0.61221306,-0.000000,+164.512967
166,13.8333,0.59385725,0.59385725,0.61053904,-0.000000,+166.817862
167,13.9167,0.59195838,0.59195838,0.60887679,+0.000000,+169.184074
168,14.0000,0.59006513,0.59006513,0.60722962,+0.000000,+171.644931
169,14.0833,0.58817749,0.58817749,0.60559533,+0.000000,+174.178382
170,14.1667,0.58629545,0.58629545,0.60396889,+0.000000,+176.734477
171,14.2500,0.58441898,0.58441898,0.60234825,+0.000000,+179.292697
172,14.3333,0.58254808,0.58254808,0.60073338,-0.000000,+181.853047
173,14.4167,0.58068272,0.58068272,0.59913034,+0.000000,+184.476207
174,14.5000,0.57882290,0.57882290,0.59753768,+0.000000,+187.147798
175,14.5833,0.57696860,0.57696860,0.59595100,+0.000000,+189.824016
176,14.6667,0.57511980,0.57511980,0.59436875,+0.000000,+192.489491
177,14.7500,0.57327649,0.57327649,0.59278586,+0.000000,+195.093670
178,14.8333,0.57143865,0.57143865,0.59120316,-0.000000,+197.645005
179,14.9167,0.56960628,0.56960628,0.58962382,-0.000000,+200.175390
180,15.0000,0.56777935,0.56777935,0.58805051,+0.000000,+202.711679
181,15.0833,0.56595785,0.56595785,0.58648605,+0.000000,+205.282058
182,15.1667,0.56414176,0.56414176,0.58492699,+0.000000,+207.852322
183,15.2500,0.56233107,0.56233107,0.58337072,+0.000000,+210.396436
184,15.3333,0.56052577,0.56052577,0.58181988,+0.000000,+212.941047
185,15.4167,0.55872585,0.55872585,0.58027407,+0.000000,+215.482217
186,15.5000,0.55693128,0.55693128,0.57873612,+0.000000,+218.048420
187,15.5833,0.55514205,0.55514205,0.57720887,+0.000000,+220.668192
188,15.6667,0.55335815,0.55335815,0.57569056,+0.000000,+223.324089
189,15.7500,0.55157956,0.55157956,0.57418073,+0.000000,+226.011713
190,15.8333,0.54980627,0.54980627,0.57267488,-0.000000,+228.686068
191,15.9167,0.54803827,0.54803827,0.57117379,-0.000000,+231.355227
192,16.0000,0.54627554,0.54627554,0.56968705,+0.000000,+234.115060
193,16.0833,0.54451806,0.54451806,0.56821502,+0.000000,+236.969603
194,16.1667,0.54276583,0.54276583,0.56675287,+0.000000,+239.870376
195,16.2500,0.54101883,0.54101883,0.56530027,+0.000000,+242.814396
196,16.3333,0.53927703,0.53927703,0.56385651,+0.000000,+245.794779
197,16.4167,0.53754044,0.53754044,0.56242357,+0.000000,+248.831237
198,16.5000,0.53580904,0.53580904,0.56100802,-0.000000,+251.989856
199,16.5833,0.53408280,0.53408280,0.55960426,+0.000000,+255.214589
200,16.6667,0.53236172,0.53236172,0.55820439,+0.000000,+258.426697
201,16.7500,0.53064579,0.53064579,0.55681537,+0.000000,+261.695832
202,16.8333,0.52893498,0.52893498,0.55544298,+0.000000,+265.079972
203,16.9167,0.52722929,0.52722929,0.55408409,-0.000000,+268.547980
204,17.0000,0.52552870,0.52552870,0.55273076,-0.000000,+272.020600
205,17.0833,0.52383320,0.52383320,0.55138444,-0.000000,+275.512329
206,17.1667,0.52214278,0.52214278,0.55004596,+0.000000,+279.031790
207,17.2500,0.52045741,0.52045741,0.54871221,+0.000000,+282.548034
208,17.3333,0.51877709,0.51877709,0.54738682,+0.000000,+286.097278
209,17.4167,0.51710180,0.51710180,0.54606773,-0.000000,+289.659279
210,17.5000,0.51543153,0.51543153,0.54475433,+0.000000,+293.227952
211,17.5833,0.51376627,0.51376627,0.54344779,+0.000000,+296.815272
212,17.6667,0.51210599,0.51210599,0.54214767,+0.000000,+300.416754
213,17.7500,0.51045070,0.51045070,0.54085421,-0.000000,+304.035091
214,17.8333,0.50880037,0.50880037,0.53956520,+0.000000,+307.648346
215,17.9167,0.50715499,0.50715499,0.53828140,+0.000000,+311.264104
216,18.0000,0.50551454,0.50551454,0.53700896,+0.000000,+314.944202
217,18.0833,0.50387902,0.50387902,0.53574873,+0.000000,+318.697112
218,18.1667,0.50224841,0.50224841,0.53449942,+0.000000,+322.510034
219,18.2500,0.50062270,0.50062270,0.53326182,+0.000000,+326.391166
220,18.3333,0.49900187,0.49900187,0.53203321,-0.000000,+330.313431
221,18.4167,0.49738591,0.49738591,0.53081040,+0.000000,+334.244886
222,18.5000,0.49577481,0.49577481,0.52959023,-0.000000,+338.154226
223,18.5833,0.49416855,0.49416855,0.52837547,-0.000000,+342.069230
224,18.6667,0.49256712,0.49256712,0.52716520,-0.000000,+345.980784
225,18.7500,0.49097051,0.49097051,0.52595518,+0.000000,+349.846751
226,18.8333,0.48937870,0.48937870,0.52474930,-0.000000,+353.705995
227,18.9167,0.48779168,0.48779168,0.52354720,+0.000000,+357.555206
228,19.0000,0.48620944,0.48620944,0.52235224,-0.000000,+361.427978
229,19.0833,0.48463197,0.48463197,0.52117195,-0.000000,+365.399795
230,19.1667,0.48305924,0.48305924,0.52000177,+0.000000,+369.425316
231,19.2500,0.48149126,0.48149126,0.51883955,+0.000000,+373.482897
232,19.3333,0.47992799,0.47992799,0.51768486,-0.000000,+377.568679
233,19.4167,0.47836945,0.47836945,0.51653504,-0.000000,+381.655921
234,19.5000,0.47681560,0.47681560,0.51539045,+0.000000,+385.748583
235,19.5833,0.47526643,0.47526643,0.51425232,-0.000000,+389.858847
236,19.6667,0.47372194,0.47372194,0.51311572,+0.000000,+393.937741
237,19.7500,0.47218212,0.47218212,0.51197782,+0.000000,+397.957093
238,19.8333,0.47064693,0.47064693,0.51084598,+0.000000,+401.990471
239,19.9167,0.46911639,0.46911639,0.50972308,+0.000000,+406.066882
240,20.0000,0.46759047,0.46759047,0.50860547,-0.000000,+410.150037
241,20.0833,0.46623492,0.46623492,0.50758692,+0.000000,+413.519984
242,20.1667,0.46488433,0.46488433,0.50666832,-0.000000,+417.839899
243,20.2500,0.46353866,0.46353866,0.50575389,-0.000000,+422.152321
244,20.3333,0.46219790,0.46219790,0.50484658,-0.000000,+426.486801
245,20.4167,0.46086203,0.46086203,0.50395099,+0.000000,+430.889633
246,20.5000,0.45953103,0.45953103,0.50306465,+0.000000,+435.336260
247,20.5833,0.45820488,0.45820488,0.50218626,+0.000000,+439.813854
248,20.6667,0.45688355,0.45688355,0.50131703,+0.000000,+444.334841
249,20.7500,0.45556703,0.45556703,0.50045603,+0.000000,+448.889978
250,20.8333,0.45425531,0.45425531,0.49960166,+0.000000,+453.463551
251,20.9167,0.45294835,0.45294835,0.49875426,-0.000000,+458.059102
252,21.0000,0.45164614,0.45164614,0.49791379,-0.000000,+462.676438
253,21.0833,0.45034867,0.45034867,0.49708359,-0.000000,+467.349261
254,21.1667,0.44905590,0.44905590,0.49626413,+0.000000,+472.082281
255,21.2500,0.44776783,0.44776783,0.49545440,+0.000000,+476.865674
256,21.3333,0.44648443,0.44648443,0.49465987,-0.000000,+481.754375
257,21.4167,0.44520569,0.44520569,0.49388064,+0.000000,+486.749495
258,21.5000,0.44393158,0.44393158,0.49311387,+0.000000,+491.822935
259,21.5833,0.44266209,0.44266209,0.49236005,+0.000000,+496.979655
260,21.6667,0.44139719,0.44139719,0.49161654,-0.000000,+502.193445
261,21.7500,0.44013688,0.44013688,0.49087831,+0.000000,+507.414323
262,21.8333,0.43888113,0.43888113,0.49014673,+0.000000,+512.656003
263,21.9167,0.43762991,0.43762991,0.48942178,+0.000000,+517.918694
264,22.0000,0.43638323,0.43638323,0.48870227,-0.000000,+523.190424
265,22.0833,0.43514104,0.43514104,0.48798632,+0.000000,+528.452819
266,22.1667,0.43390335,0.43390335,0.48727310,+0.000000,+533.697519
267,22.2500,0.43267012,0.43267012,0.48656632,-0.000000,+538.961988
268,22.3333,0.43144134,0.43144134,0.48586105,-0.000000,+544.197095
269,22.4167,0.43021700,0.43021700,0.48515834,+0.000000,+549.413406
270,22.5000,0.42899707,0.42899707,0.48446720,+0.000000,+554.701348
271,22.5833,0.42778154,0.42778154,0.48378465,-0.000000,+560.031100
272,22.6667,0.42657038,0.42657038,0.48310172,+0.000000,+565.313404
273,22.7500,0.42536359,0.42536359,0.48242614,+0.000000,+570.625478
274,22.8333,0.42416114,0.42416114,0.48176332,+0.000000,+576.021729
275,22.9167,0.42296302,0.42296302,0.48111056,-0.000000,+581.475367
276,23.0000,0.42176921,0.42176921,0.48046902,+0.000000,+586.998135
277,23.0833,0.42057969,0.42057969,0.47982841,+0.000000,+592.487194
278,23.1667,0.41939444,0.41939444,0.47918955,+0.000000,+597.951039
279,23.2500,0.41821345,0.41821345,0.47856022,+0.000000,+603.467645
280,23.3333,0.41703670,0.41703670,0.47793985,+0.000000,+609.031512
281,23.4167,0.41586417,0.41586417,0.47732810,-0.000000,+614.639243
282,23.5000,0.41469585,0.41469585,0.47672133,+0.000000,+620.254744
283,23.5833,0.41353172,0.41353172,0.47612474,+0.000000,+625.930207
284,23.6667,0.41237176,0.41237176,0.47554009,-0.000000,+631.683369
285,23.7500,0.41121595,0.41121595,0.47496000,+0.000000,+637.440450
286,23.8333,0.41006428,0.41006428,0.47438409,-0.000000,+643.198036
287,23.9167,0.40891674,0.40891674,0.47381050,+0.000000,+648.937602
288,24.0000,0.40777330,0.40777330,0.47324044,+0.000000,+654.671469
289,24.0833,0.40663394,0.40663394,0.47268158,+0.000000,+660.476357
290,24.1667,0.40549866,0.40549866,0.47213082,+0.000000,+666.321537
291,24.2500,0.40436744,0.40436744,0.47158192,+0.000000,+672.144774
292,24.3333,0.40324026,0.40324026,0.47104230,+0.000000,+678.020499
293,24.4167,0.40211709,0.40211709,0.47051345,-0.000000,+683.963538
294,24.5000,0.40099794,0.40099794,0.46999635,+0.000000,+689.984131
295,24.5833,0.39988278,0.39988278,0.46949061,+0.000000,+696.078293
296,24.6667,0.39877159,0.39877159,0.46898917,+0.000000,+702.175786
297,24.7500,0.39766436,0.39766436,0.46849267,+0.000000,+708.283077
298,24.8333,0.39656108,0.39656108,0.46800593,+0.000000,+714.448501
299,24.9167,0.39546172,0.39546172,0.46752122,+0.000000,+720.595010
300,25.0000,0.39436628,0.39436628,0.46703361,-0.000000,+726.673324
301,25.0833,0.39327473,0.39327473,0.46655442,+0.000000,+732.796890
302,25.1667,0.39218707,0.39218707,0.46608026,-0.000000,+738.931926
303,25.2500,0.39110326,0.39110326,0.46560513,+0.000000,+745.018685
304,25.3333,0.39002331,0.39002331,0.46513892,+0.000000,+751.156079
305,25.4167,0.38894720,0.38894720,0.46468713,+0.000000,+757.399350
306,25.5000,0.38787490,0.38787490,0.46424422,+0.000000,+763.693235
307,25.5833,0.38680641,0.38680641,0.46380369,+0.000000,+769.972808
308,25.6667,0.38574170,0.38574170,0.46336587,+0.000000,+776.241636
309,25.7500,0.38468077,0.38468077,0.46293430,+0.000000,+782.535271
310,25.8333,0.38362360,0.38362360,0.46251008,+0.000000,+788.864836
311,25.9167,0.38257017,0.38257017,0.46209214,+0.000000,+795.219644
312,26.0000,0.38152047,0.38152047,0.46168187,+0.000000,+801.614003
313,26.0833,0.38047449,0.38047449,0.46127562,-0.000000,+808.011255
314,26.1667,0.37943220,0.37943220,0.46086958,+0.000000,+814.373705
315,26.2500,0.37839360,0.37839360,0.46047205,-0.000000,+820.784435
316,26.3333,0.37735867,0.37735867,0.46008444,-0.000000,+827.257673
317,26.4167,0.37632740,0.37632740,0.45969750,-0.000000,+833.701030
318,26.5000,0.37529977,0.37529977,0.45931712,+0.000000,+840.173544
319,26.5833,0.37427576,0.37427576,0.45894785,-0.000000,+846.720886
320,26.6667,0.37325536,0.37325536,0.45859175,+0.000000,+853.363876
321,26.7500,0.37223857,0.37223857,0.45824854,+0.000000,+860.099780
322,26.8333,0.37122535,0.37122535,0.45790776,+0.000000,+866.824031
323,26.9167,0.37021571,0.37021571,0.45757372,+0.000000,+873.580070
324,27.0000,0.36920962,0.36920962,0.45724616,+0.000000,+880.365450
325,27.0833,0.36820707,0.36820707,0.45692880,+0.000000,+887.217254
326,27.1667,0.36720805,0.36720805,0.45662805,+0.000000,+894.199939
327,27.2500,0.36621254,0.36621254,0.45633707,-0.000000,+901.245263
328,27.3333,0.36522054,0.36522054,0.45605080,+0.000000,+908.302607
329,27.4167,0.36423201,0.36423201,0.45577328,+0.000000,+915.412664
330,27.5000,0.36324696,0.36324696,0.45550597,-0.000000,+922.590093
331,27.5833,0.36226537,0.36226537,0.45525238,+0.000000,+929.870037
332,27.6667,0.36128722,0.36128722,0.45501526,-0.000000,+937.280390
333,27.7500,0.36031251,0.36031251,0.45478796,+0.000000,+944.754474
334,27.8333,0.35934121,0.35934121,0.45456971,+0.000000,+952.284984
335,27.9167,0.35837331,0.35837331,0.45436425,-0.000000,+959.909420
336,28.0000,0.35740881,0.35740881,0.45417767,-0.000000,+967.688588
337,28.0833,0.35644768,0.35644768,0.45400657,-0.000000,+975.588943
338,28.1667,0.35548992,0.35548992,0.45384907,-0.000000,+983.591534
339,28.2500,0.35453550,0.35453550,0.45370230,-0.000000,+991.667965
340,28.3333,0.35358443,0.35358443,0.45356302,+0.000000,+999.785933
341,28.4167,0.35263667,0.35263667,0.45344012,+0.000000,+1008.034490
342,28.5000,0.35169223,0.35169223,0.45333248,+0.000000,+1016.402472
343,28.5833,0.35075109,0.35075109,0.45324315,-0.000000,+1024.920565
344,28.6667,0.34981323,0.34981323,0.45317619,-0.000000,+1033.629549
345,28.7500,0.34887865,0.34887865,0.45312152,-0.000000,+1042.428730
346,28.8333,0.34794733,0.34794733,0.45307620,+0.000000,+1051.288744
347,28.9167,0.34701925,0.34701925,0.45303561,+0.000000,+1060.163640
348,29.0000,0.34609440,0.34609440,0.45300342,-0.000000,+1069.090198
349,29.0833,0.34517278,0.34517278,0.45298269,+0.000000,+1078.099056
350,29.1667,0.34425437,0.34425437,0.45296727,+0.000000,+1087.129021
351,29.2500,0.34333915,0.34333915,0.45296016,-0.000000,+1096.210073
352,29.3333,0.34242712,0.34242712,0.45296078,+0.000000,+1105.336645
353,29.4167,0.34151825,0.34151825,0.45296683,-0.000000,+1114.485755
354,29.5000,0.34061255,0.34061255,0.45297803,+0.000000,+1123.654814
355,29.5833,0.33970999,0.33970999,0.45299853,+0.000000,+1132.885416
356,29.6667,0.33881057,0.33881057,0.45302884,+0.000000,+1142.182652
357,29.7500,0.33791427,0.33791427,0.45306733,+0.000000,+1151.530633
358,29.8333,0.33702108,0.33702108,0.45312428,+0.000000,+1161.032055
359,29.9167,0.33613099,0.33613099,0.45319693,-0.000000,+1170.659472
360,30.0000,0.33524398,0.33524398,0.45328098,-0.000000,+1180.370061
